ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered%,Weight_in_gms,Reached.on.Time_Y.N,Final_Price,Delivery_Status,Product_Tier,Shipment_Date,Discount_Amount
9119,C,Ship,3,3,247,2,high,F,8,4593,1,227.24,On Time,High,2023-01-03,19.76
1933,D,Flight,4,2,164,2,medium,F,43,1976,1,93.48,On Time,Medium,2023-04-02,70.52
2757,A,Flight,3,5,98,3,medium,F,48,1635,1,50.96,On Time,Medium,2023-06-10,47.04
6220,B,Ship,6,5,258,4,low,M,5,1966,1,245.1,On Time,Low,2023-05-10,12.9
4055,C,Ship,3,3,182,4,low,M,7,1869,1,169.26,On Time,Low,2023-10-18,12.74
8892,F,Road,5,3,240,5,low,M,4,1389,0,230.4,Delayed,Low,2023-07-26,9.6
9376,B,Ship,4,1,233,6,medium,F,2,5406,0,228.34,Delayed,Medium,2023-03-28,4.66
6749,C,Ship,2,1,248,6,low,F,2,5182,0,243.04,Delayed,Low,2023-09-03,4.96
5556,F,Ship,5,1,106,5,medium,F,4,4180,0,101.76,Delayed,Medium,2023-11-12,4.24
6568,B,Road,6,2,289,4,high,F,3,1116,0,280.33,Delayed,High,2023-05-01,8.67
1521,A,Flight,3,3,205,2,medium,F,2,2910,1,200.9,On Time,Medium,2023-11-12,4.1
955,D,Flight,3,1,214,2,low,F,50,2720,1,107,On Time,Low,2023-03-18,107
8233,D,Flight,3,3,155,3,medium,F,7,5464,0,144.15,Delayed,Medium,2023-02-20,10.85
3994,B,Ship,3,3,221,3,high,M,5,4568,1,209.95,On Time,High,2023-02-14,11.05
2592,F,Road,5,5,266,4,medium,M,62,2201,1,101.08,On Time,Medium,2023-10-11,164.92
8135,C,Ship,4,5,226,2,low,M,1,4532,0,223.74,Delayed,Low,2023-10-14,2.26
9229,D,Ship,4,5,190,3,medium,M,6,4671,1,178.6,On Time,Medium,2023-06-04,11.4
5989,D,Ship,5,2,233,7,medium,F,8,5519,1,214.36,On Time,Medium,2023-12-13,18.64
8864,F,Ship,6,2,305,4,low,M,2,1196,0,298.9,Delayed,Low,2023-02-06,6.1
10446,F,Ship,5,5,239,6,low,M,9,1417,1,217.49,On Time,Low,2023-03-27,21.51
5297,C,Ship,3,1,137,5,low,F,8,4980,1,126.04,On Time,Low,2023-07-27,10.96
1823,C,Ship,6,3,176,5,low,F,7,1767,1,163.68,On Time,Low,2023-07-25,12.32
8189,C,Ship,5,5,172,2,low,M,5,5791,0,163.4,Delayed,Low,2023-06-18,8.6
9464,F,Flight,5,2,205,3,medium,F,1,4351,0,202.95,Delayed,Medium,2023-03-27,2.05
9331,D,Flight,3,2,154,3,low,F,8,5149,1,141.68,On Time,Low,2023-07-08,12.32
10249,D,Road,3,1,159,2,medium,M,5,4906,1,151.05,On Time,Medium,2023-12-06,7.95
376,B,Ship,3,5,262,2,low,F,53,3275,1,123.14,On Time,Low,2023-03-02,138.86
7849,D,Ship,3,5,211,3,medium,M,5,4058,1,200.45,On Time,Medium,2023-02-23,10.55
6505,D,Ship,7,1,264,4,medium,F,9,1829,1,240.24,On Time,Medium,2023-06-21,23.76
2610,F,Flight,4,1,157,3,medium,M,31,1712,1,108.33,On Time,Medium,2023-11-04,48.67
6020,F,Road,6,5,282,4,medium,M,3,1385,0,273.54,Delayed,Medium,2023-01-06,8.46
1304,F,Ship,4,3,138,3,medium,M,15,1080,1,117.3,On Time,Medium,2023-03-24,20.7
4619,C,Ship,3,4,171,3,low,F,5,5872,0,162.45,Delayed,Low,2023-09-25,8.55
2121,A,Ship,5,4,177,2,low,M,14,1735,1,152.22,On Time,Low,2023-11-05,24.78
5782,B,Ship,7,3,267,4,low,M,7,1384,0,248.31,Delayed,Low,2023-08-21,18.69
2814,F,Ship,4,4,127,4,high,M,54,1239,1,58.42,On Time,High,2023-08-22,68.58
279,A,Flight,4,3,171,3,low,F,24,1304,1,129.96,On Time,Low,2023-09-24,41.04
2179,D,Road,3,5,161,3,medium,F,10,1978,1,144.9,On Time,Medium,2023-02-04,16.1
676,B,Road,4,4,227,3,medium,F,1,2761,1,224.73,On Time,Medium,2023-01-12,2.27
5934,F,Ship,3,1,183,2,medium,F,10,4598,0,164.7,Delayed,Medium,2023-08-03,18.3
2363,C,Ship,3,4,164,3,high,F,55,1293,1,73.8,On Time,High,2023-10-01,90.2
7568,F,Ship,3,1,251,2,low,F,7,5368,1,233.43,On Time,Low,2023-10-27,17.57
3549,A,Road,4,5,168,4,medium,M,5,5735,1,159.6,On Time,Medium,2023-04-26,8.4
10967,C,Flight,5,5,246,5,low,F,6,1300,0,231.24,Delayed,Low,2023-04-08,14.76
2071,D,Flight,3,4,272,10,medium,M,63,2455,1,100.64,On Time,Medium,2023-10-19,171.36
1819,D,Ship,5,2,281,4,high,F,5,3357,1,266.95,On Time,High,2023-09-21,14.05
1239,A,Flight,3,5,183,3,medium,F,44,3158,1,102.48,On Time,Medium,2023-06-10,80.52
879,A,Ship,6,1,205,5,low,M,14,3213,1,176.3,On Time,Low,2023-01-27,28.7
8042,F,Ship,6,2,272,5,low,M,8,1045,0,250.24,Delayed,Low,2023-06-23,21.76
9471,A,Ship,3,3,251,3,low,M,8,4246,0,230.92,Delayed,Low,2023-06-28,20.08
4838,F,Ship,3,3,189,2,low,F,9,4690,0,171.99,Delayed,Low,2023-02-15,17.01
4888,B,Ship,5,2,225,4,low,M,1,4328,1,222.75,On Time,Low,2023-06-06,2.25
5949,A,Ship,4,2,238,2,low,F,2,4002,0,233.24,Delayed,Low,2023-06-26,4.76
2788,B,Ship,5,4,264,10,medium,F,34,2960,1,174.24,On Time,Medium,2023-02-14,89.76
5049,A,Road,5,1,260,2,low,M,4,5580,0,249.6,Delayed,Low,2023-03-29,10.4
5987,C,Ship,5,2,265,3,low,M,8,5447,1,243.8,On Time,Low,2023-07-28,21.2
1895,C,Road,3,2,168,3,low,M,15,1862,1,142.8,On Time,Low,2023-01-02,25.2
3995,C,Ship,3,3,253,4,low,F,9,4682,1,230.23,On Time,Low,2023-09-03,22.77
4909,D,Road,3,5,194,3,medium,F,3,4435,1,188.18,On Time,Medium,2023-05-31,5.82
9641,C,Ship,4,3,231,3,medium,M,8,4991,0,212.52,Delayed,Medium,2023-10-12,18.48
2051,C,Flight,5,4,180,2,low,M,52,1122,1,86.4,On Time,Low,2023-06-10,93.6
10167,A,Ship,2,5,271,3,low,M,9,4185,0,246.61,Delayed,Low,2023-07-04,24.39
1506,F,Flight,4,2,229,4,low,F,32,3518,1,155.72,On Time,Low,2023-03-24,73.28
2835,A,Ship,4,5,149,6,medium,M,40,1974,1,89.4,On Time,Medium,2023-11-30,59.6
3576,F,Flight,4,5,275,6,medium,M,10,1400,1,247.5,On Time,Medium,2023-10-26,27.5
7748,F,Ship,5,1,262,5,low,F,5,1916,1,248.9,On Time,Low,2023-04-14,13.1
8735,C,Ship,3,2,186,2,medium,M,3,5712,0,180.42,Delayed,Medium,2023-10-15,5.58
9414,F,Ship,6,3,244,5,medium,F,5,1092,0,231.8,Delayed,Medium,2023-11-18,12.2
3013,D,Flight,5,5,147,2,medium,M,19,1936,1,119.07,On Time,Medium,2023-07-01,27.93
4086,F,Road,3,5,182,4,low,M,6,1272,1,171.08,On Time,Low,2023-08-03,10.92
7753,D,Ship,5,5,272,5,medium,F,5,1868,1,258.4,On Time,Medium,2023-08-27,13.6
9684,F,Ship,4,1,234,5,low,M,3,1134,0,226.98,Delayed,Low,2023-01-14,7.02
1802,F,Ship,3,1,195,3,high,M,5,3251,1,185.25,On Time,High,2023-06-16,9.75
10961,C,Flight,4,4,258,3,medium,M,4,4578,0,247.68,Delayed,Medium,2023-02-27,10.32
4455,A,Ship,3,1,171,2,medium,F,7,4010,1,159.03,On Time,Medium,2023-07-12,11.97
7577,C,Ship,5,3,156,4,low,F,9,4098,0,141.96,Delayed,Low,2023-11-20,14.04
9262,B,Ship,4,3,213,3,medium,M,2,5432,1,208.74,On Time,Medium,2023-06-22,4.26
2529,A,Ship,2,3,139,8,medium,M,21,1033,1,109.81,On Time,Medium,2023-03-18,29.19
8663,C,Ship,7,5,293,4,low,F,2,1080,1,287.14,On Time,Low,2023-01-18,5.86
9353,C,Ship,5,4,226,6,low,F,3,1223,1,219.22,On Time,Low,2023-07-01,6.78
395,C,Road,3,2,272,2,low,M,33,2321,1,182.24,On Time,Low,2023-01-07,89.76
10521,A,Ship,4,4,184,3,medium,F,9,4500,0,167.44,Delayed,Medium,2023-11-11,16.56
4430,F,Ship,4,2,158,3,low,M,3,4527,0,153.26,Delayed,Low,2023-06-22,4.74
5167,D,Ship,5,4,177,2,low,M,2,5618,1,173.46,On Time,Low,2023-06-06,3.54
160,B,Ship,3,3,149,3,low,F,63,1946,1,55.13,On Time,Low,2023-04-19,93.87
8759,C,Road,4,4,141,3,low,M,10,4289,0,126.9,Delayed,Low,2023-10-16,14.1
557,C,Flight,3,3,255,2,high,M,7,3311,1,237.15,On Time,High,2023-02-17,17.85
10287,A,Flight,6,2,196,2,low,M,10,5180,1,176.4,On Time,Low,2023-08-15,19.6
10623,A,Ship,5,5,98,2,medium,M,2,4125,1,96.04,On Time,Medium,2023-05-15,1.96
6404,F,Ship,4,4,171,3,low,M,6,4343,1,160.74,On Time,Low,2023-04-16,10.26
9973,D,Ship,3,1,167,2,low,F,8,4171,1,153.64,On Time,Low,2023-09-18,13.36
1535,C,Ship,3,5,169,2,low,F,20,1021,1,135.2,On Time,Low,2023-11-13,33.8
7206,F,Ship,6,5,254,4,low,F,2,1824,0,248.92,Delayed,Low,2023-01-10,5.08
9284,F,Ship,3,4,185,2,medium,M,5,4574,0,175.75,Delayed,Medium,2023-04-21,9.25
2614,B,Flight,4,2,273,5,medium,F,6,2126,1,256.62,On Time,Medium,2023-12-13,16.38
7075,D,Ship,4,4,213,3,low,F,1,4266,0,210.87,Delayed,Low,2023-01-06,2.13
5321,C,Road,4,4,186,3,low,F,2,4430,0,182.28,Delayed,Low,2023-09-01,3.72
10753,D,Ship,5,1,260,5,low,M,4,1257,0,249.6,Delayed,Low,2023-10-07,10.4
7357,D,Ship,3,1,201,3,low,F,6,4953,0,188.94,Delayed,Low,2023-03-06,12.06
10072,B,Ship,5,4,208,4,medium,F,8,4116,0,191.36,Delayed,Medium,2023-03-05,16.64
8768,F,Flight,4,4,209,6,low,F,7,4852,0,194.37,Delayed,Low,2023-11-04,14.63
6980,F,Road,3,5,139,3,low,F,1,4060,1,137.61,On Time,Low,2023-10-12,1.39
10579,D,Ship,4,4,160,3,low,M,1,4770,0,158.4,Delayed,Low,2023-01-30,1.6
6891,A,Ship,6,3,247,4,medium,M,3,1903,0,239.59,Delayed,Medium,2023-01-16,7.41
684,F,Flight,4,5,137,4,high,M,29,1262,1,97.27,On Time,High,2023-09-01,39.73
3390,F,Ship,4,5,256,3,medium,M,10,4504,1,230.4,On Time,Medium,2023-08-15,25.6
7542,F,Flight,4,4,265,3,low,M,9,5508,0,241.15,Delayed,Low,2023-11-08,23.85
10455,A,Ship,5,5,259,6,low,M,5,1382,1,246.05,On Time,Low,2023-06-07,12.95
1145,C,Ship,4,1,118,5,low,M,50,1413,1,59,On Time,Low,2023-02-21,59
4924,B,Road,4,5,203,2,medium,F,8,4450,1,186.76,On Time,Medium,2023-11-01,16.24
9533,C,Ship,2,4,178,4,medium,F,8,4620,0,163.76,Delayed,Medium,2023-06-07,14.24
3893,C,Ship,4,1,165,2,medium,F,5,5014,1,156.75,On Time,Medium,2023-06-27,8.25
3988,B,Flight,3,5,257,2,low,M,2,5251,1,251.86,On Time,Low,2023-01-15,5.14
7064,F,Ship,3,3,179,3,low,F,9,4459,1,162.89,On Time,Low,2023-01-19,16.11
4518,F,Flight,5,4,219,4,low,F,8,4540,0,201.48,Delayed,Low,2023-08-18,17.52
4195,D,Ship,5,5,235,3,low,F,4,5325,0,225.6,Delayed,Low,2023-04-19,9.4
4145,C,Ship,3,3,253,4,low,M,2,5040,1,247.94,On Time,Low,2023-02-03,5.06
9793,D,Ship,4,2,245,3,medium,M,1,4731,1,242.55,On Time,Medium,2023-05-22,2.45
10754,F,Ship,4,5,245,5,low,M,8,1841,0,225.4,Delayed,Low,2023-09-04,19.6
4592,F,Ship,2,1,235,3,medium,F,6,4411,1,220.9,On Time,Medium,2023-11-27,14.1
3636,F,Ship,5,5,152,6,medium,M,2,4915,1,148.96,On Time,Medium,2023-05-07,3.04
288,F,Flight,4,4,149,3,low,M,34,1977,1,98.34,On Time,Low,2023-04-12,50.66
8620,B,Road,5,3,267,6,low,M,10,1027,0,240.3,Delayed,Low,2023-06-01,26.7
7049,C,Ship,5,4,222,3,low,M,3,5555,0,215.34,Delayed,Low,2023-09-01,6.66
10274,F,Flight,3,4,214,2,low,M,7,5256,1,199.02,On Time,Low,2023-06-01,14.98
9403,D,Ship,6,3,257,4,low,F,2,1694,0,251.86,Delayed,Low,2023-11-19,5.14
6453,A,Flight,4,4,237,3,medium,M,4,4747,1,227.52,On Time,Medium,2023-09-10,9.48
3948,F,Road,4,2,202,3,low,M,9,4955,0,183.82,Delayed,Low,2023-08-05,18.18
10698,F,Flight,2,5,157,3,medium,F,4,4888,0,150.72,Delayed,Medium,2023-02-05,6.28
10589,C,Ship,4,1,193,3,low,F,3,5919,0,187.21,Delayed,Low,2023-11-04,5.79
7830,F,Ship,5,3,204,3,low,M,10,5610,1,183.6,On Time,Low,2023-07-27,20.4
7787,C,Road,5,4,222,3,low,M,1,4834,1,219.78,On Time,Low,2023-01-31,2.22
10941,A,Road,4,1,192,4,low,M,3,1689,0,186.24,Delayed,Low,2023-07-25,5.76
8403,A,Ship,4,1,186,3,low,F,6,4758,0,174.84,Delayed,Low,2023-03-09,11.16
6295,D,Road,7,5,250,4,low,F,2,1296,0,245,Delayed,Low,2023-07-16,5
8436,F,Ship,3,3,234,3,low,F,6,5652,0,219.96,Delayed,Low,2023-05-02,14.04
9675,A,Ship,6,5,268,4,medium,M,2,1462,0,262.64,Delayed,Medium,2023-05-21,5.36
3061,D,Ship,2,4,153,2,medium,F,57,1264,1,65.79,On Time,Medium,2023-01-23,87.21
4274,F,Ship,5,2,196,3,medium,F,6,4257,0,184.24,Delayed,Medium,2023-05-03,11.76
10111,D,Ship,5,4,196,2,medium,M,2,5515,0,192.08,Delayed,Medium,2023-12-23,3.92
4755,A,Ship,5,5,275,4,medium,M,9,1215,1,250.25,On Time,Medium,2023-09-30,24.75
345,A,Ship,5,3,197,4,low,F,2,2222,1,193.06,On Time,Low,2023-03-26,3.94
9483,A,Ship,3,3,126,6,low,M,8,5084,1,115.92,On Time,Low,2023-12-31,10.08
6964,B,Road,5,1,282,4,low,F,9,4766,0,256.62,Delayed,Low,2023-03-16,25.38
6241,D,Ship,5,4,280,4,low,M,10,5156,0,252,Delayed,Low,2023-10-21,28
8092,B,Flight,3,4,184,3,low,F,2,4875,0,180.32,Delayed,Low,2023-03-05,3.68
5306,F,Ship,4,2,146,2,medium,M,4,4348,1,140.16,On Time,Medium,2023-08-23,5.84
3309,A,Ship,5,3,235,4,medium,F,10,4011,0,211.5,Delayed,Medium,2023-02-27,23.5
8699,C,Ship,5,5,242,4,medium,F,2,5359,0,237.16,Delayed,Medium,2023-06-04,4.84
6678,F,Ship,4,4,231,3,low,M,9,4305,1,210.21,On Time,Low,2023-09-06,20.79
10404,F,Road,4,4,264,6,medium,F,6,1748,1,248.16,On Time,Medium,2023-08-01,15.84
8159,C,Ship,3,2,227,3,medium,M,6,5058,0,213.38,Delayed,Medium,2023-07-05,13.62
5544,F,Ship,5,3,193,5,medium,M,3,5888,0,187.21,Delayed,Medium,2023-06-03,5.79
6349,D,Ship,6,5,250,2,low,F,7,4724,0,232.5,Delayed,Low,2023-10-02,17.5
6301,D,Flight,6,4,258,4,low,F,2,1051,1,252.84,On Time,Low,2023-02-16,5.16
3377,C,Ship,4,1,244,2,low,F,3,4644,1,236.68,On Time,Low,2023-06-29,7.32
6522,F,Ship,3,3,147,8,medium,F,7,5822,0,136.71,Delayed,Medium,2023-05-31,10.29
1972,B,Ship,4,4,240,3,low,F,62,3478,1,91.2,On Time,Low,2023-02-05,148.8
1292,F,Ship,3,4,212,2,high,M,13,2733,1,184.44,On Time,High,2023-05-18,27.56
6080,F,Ship,2,5,167,3,medium,M,8,4605,0,153.64,Delayed,Medium,2023-08-05,13.36
10357,D,Ship,4,2,185,2,medium,M,5,4066,0,175.75,Delayed,Medium,2023-06-19,9.25
3990,F,Flight,3,4,212,3,low,F,8,5214,0,195.04,Delayed,Low,2023-05-05,16.96
7502,F,Ship,7,1,265,4,medium,F,3,1357,1,257.05,On Time,Medium,2023-11-11,7.95
4959,A,Ship,5,4,250,6,low,F,1,4343,0,247.5,Delayed,Low,2023-03-27,2.5
19,D,Ship,5,5,239,3,high,M,18,2495,1,195.98,On Time,High,2023-10-27,43.02
1476,F,Ship,4,3,271,3,low,M,59,2996,1,111.11,On Time,Low,2023-12-14,159.89
227,C,Ship,4,3,161,7,medium,M,63,1496,1,59.57,On Time,Medium,2023-11-17,101.43
3322,B,Ship,4,3,178,6,low,M,6,4203,0,167.32,Delayed,Low,2023-02-14,10.68
6137,C,Ship,3,2,177,2,medium,M,4,4417,0,169.92,Delayed,Medium,2023-11-18,7.08
1536,F,Ship,3,1,137,3,low,M,47,1611,1,72.61,On Time,Low,2023-01-22,64.39
7642,B,Ship,4,3,252,4,low,M,2,5226,0,246.96,Delayed,Low,2023-03-25,5.04
6860,F,Flight,5,4,259,5,low,M,10,1177,0,233.1,Delayed,Low,2023-10-16,25.9
10978,B,Ship,5,4,232,5,medium,F,4,1561,0,222.72,Delayed,Medium,2023-08-07,9.28
101,C,Ship,5,3,143,2,medium,M,59,1837,1,58.63,On Time,Medium,2023-04-15,84.37
5579,C,Ship,4,5,160,5,medium,F,3,4648,1,155.2,On Time,Medium,2023-03-30,4.8
6989,C,Flight,4,5,133,3,high,F,8,5653,1,122.36,On Time,High,2023-12-20,10.64
10901,C,Ship,5,5,196,4,medium,M,8,4604,1,180.32,On Time,Medium,2023-07-19,15.68
5220,F,Flight,7,5,310,4,low,F,5,1975,0,294.5,Delayed,Low,2023-03-23,15.5
1432,B,Ship,5,5,180,5,medium,M,35,1725,1,117,On Time,Medium,2023-03-04,63
6263,C,Ship,5,2,227,5,low,F,3,1242,1,220.19,On Time,Low,2023-08-09,6.81
2105,C,Ship,5,5,248,3,medium,F,9,3873,1,225.68,On Time,Medium,2023-04-29,22.32
6993,A,Flight,3,4,198,3,medium,M,7,4020,0,184.14,Delayed,Medium,2023-12-17,13.86
3760,B,Ship,2,3,230,3,low,F,4,5127,0,220.8,Delayed,Low,2023-04-07,9.2
5389,D,Ship,3,3,211,4,low,M,7,4733,0,196.23,Delayed,Low,2023-07-01,14.77
8713,D,Ship,4,2,133,6,medium,F,9,4879,0,121.03,Delayed,Medium,2023-10-12,11.97
7757,C,Ship,7,3,272,4,medium,M,7,1067,1,252.96,On Time,Medium,2023-10-12,19.04
6249,A,Ship,5,2,145,3,medium,M,2,4836,0,142.1,Delayed,Medium,2023-09-20,2.9
10262,F,Road,4,1,160,2,medium,M,1,5741,1,158.4,On Time,Medium,2023-08-01,1.6
4325,C,Ship,4,1,277,5,medium,M,3,1527,1,268.69,On Time,Medium,2023-08-28,8.31
5548,B,Ship,5,3,205,4,low,M,9,4277,0,186.55,Delayed,Low,2023-06-03,18.45
9037,D,Road,4,1,189,2,medium,M,4,4122,0,181.44,Delayed,Medium,2023-05-25,7.56
8228,F,Flight,3,4,224,3,low,F,10,4806,1,201.6,On Time,Low,2023-09-25,22.4
2847,A,Ship,2,1,257,2,low,F,24,2130,1,195.32,On Time,Low,2023-10-14,61.68
5895,A,Flight,4,3,142,2,low,F,5,5502,1,134.9,On Time,Low,2023-07-20,7.1
6991,D,Flight,4,1,256,2,medium,M,2,5630,0,250.88,Delayed,Medium,2023-04-16,5.12
8209,D,Road,5,5,247,2,medium,M,5,4250,0,234.65,Delayed,Medium,2023-08-02,12.35
7117,D,Road,4,3,192,4,high,F,1,5669,1,190.08,On Time,High,2023-12-19,1.92
1457,C,Ship,3,5,156,3,medium,M,44,1424,1,87.36,On Time,Medium,2023-09-14,68.64
4588,B,Ship,4,1,145,3,low,M,3,5618,1,140.65,On Time,Low,2023-11-02,4.35
10208,F,Ship,5,1,259,6,low,F,2,1876,0,253.82,Delayed,Low,2023-07-27,5.18
5275,D,Ship,7,5,292,5,low,M,5,1932,1,277.4,On Time,Low,2023-01-19,14.6
3361,D,Ship,2,5,209,5,medium,F,10,4623,1,188.1,On Time,Medium,2023-07-17,20.9
3608,F,Ship,5,5,258,4,medium,M,7,5478,0,239.94,Delayed,Medium,2023-03-17,18.06
4427,C,Ship,5,3,254,2,low,F,4,5014,0,243.84,Delayed,Low,2023-01-03,10.16
2877,A,Flight,4,5,270,3,low,M,30,2720,1,189,On Time,Low,2023-03-25,81
892,B,Ship,3,4,255,4,low,F,12,2266,1,224.4,On Time,Low,2023-04-06,30.6
7436,F,Ship,6,5,240,3,low,M,4,5219,1,230.4,On Time,Low,2023-11-28,9.6
10449,A,Ship,6,4,271,4,low,F,6,1091,0,254.74,Delayed,Low,2023-01-23,16.26
5172,F,Ship,3,3,137,3,medium,M,1,5490,1,135.63,On Time,Medium,2023-02-24,1.37
3357,A,Ship,4,3,163,8,medium,F,6,5739,0,153.22,Delayed,Medium,2023-03-05,9.78
10027,D,Ship,5,3,255,4,medium,F,4,4178,1,244.8,On Time,Medium,2023-02-19,10.2
323,C,Ship,3,3,150,3,low,M,46,1040,1,81,On Time,Low,2023-03-14,69
1061,C,Ship,5,3,252,4,medium,M,63,3729,1,93.24,On Time,Medium,2023-08-26,158.76
6859,D,Flight,3,1,237,3,medium,F,1,4476,1,234.63,On Time,Medium,2023-08-31,2.37
7372,B,Road,4,4,181,3,medium,M,1,5444,0,179.19,Delayed,Medium,2023-04-09,1.81
5683,D,Ship,2,2,182,3,high,M,6,4112,1,171.08,On Time,High,2023-10-11,10.92
9083,C,Ship,5,5,167,3,medium,M,9,4319,1,151.97,On Time,Medium,2023-12-27,15.03
4176,F,Ship,3,2,179,2,high,F,8,5589,0,164.68,Delayed,High,2023-04-09,14.32
2222,F,Ship,3,1,164,2,low,M,2,1304,1,160.72,On Time,Low,2023-03-02,3.28
8798,F,Ship,3,3,150,2,medium,M,9,4100,0,136.5,Delayed,Medium,2023-06-06,13.5
6116,F,Ship,5,1,193,2,medium,F,1,4450,0,191.07,Delayed,Medium,2023-08-21,1.93
9645,A,Ship,4,1,256,3,low,M,6,5818,0,240.64,Delayed,Low,2023-05-29,15.36
10600,B,Ship,3,1,226,3,medium,F,8,5000,0,207.92,Delayed,Medium,2023-09-27,18.08
9850,B,Road,5,1,243,3,medium,F,10,4037,0,218.7,Delayed,Medium,2023-06-01,24.3
1483,D,Road,5,2,264,5,low,F,27,3118,1,192.72,On Time,Low,2023-03-11,71.28
8625,A,Road,5,3,245,5,low,M,8,1471,0,225.4,Delayed,Low,2023-04-05,19.6
9304,B,Road,2,4,269,4,low,M,2,4267,1,263.62,On Time,Low,2023-02-24,5.38
9033,A,Road,4,5,180,4,high,F,10,5176,1,162,On Time,High,2023-09-19,18
1648,B,Flight,4,4,198,2,medium,M,64,3787,1,71.28,On Time,Medium,2023-09-24,126.72
5635,D,Ship,3,4,145,2,high,F,5,5513,0,137.75,Delayed,High,2023-01-26,7.25
5198,F,Road,3,1,221,10,medium,M,10,5473,0,198.9,Delayed,Medium,2023-10-22,22.1
2958,F,Ship,2,2,146,3,medium,F,1,1162,1,144.54,On Time,Medium,2023-07-05,1.46
5523,A,Ship,4,2,133,3,low,M,2,1212,1,130.34,On Time,Low,2023-10-12,2.66
3205,D,Ship,3,1,190,3,medium,F,2,4312,0,186.2,Delayed,Medium,2023-07-24,3.8
3005,C,Road,4,5,196,2,low,M,51,3151,1,96.04,On Time,Low,2023-01-22,99.96
7386,F,Road,3,1,146,10,low,F,5,4032,1,138.7,On Time,Low,2023-01-16,7.3
6925,D,Ship,6,1,245,4,low,F,10,1606,0,220.5,Delayed,Low,2023-07-25,24.5
1313,C,Ship,2,2,139,3,medium,F,23,1283,1,107.03,On Time,Medium,2023-05-08,31.97
244,B,Ship,2,4,136,3,low,M,43,1958,1,77.52,On Time,Low,2023-09-10,58.48
2390,F,Ship,2,4,159,2,low,F,17,1686,1,131.97,On Time,Low,2023-11-12,27.03
727,D,Ship,4,2,214,3,low,F,18,2574,1,175.48,On Time,Low,2023-02-10,38.52
1327,D,Ship,3,1,255,5,low,F,1,2713,1,252.45,On Time,Low,2023-08-07,2.55
7609,D,Ship,5,5,140,3,high,F,7,4799,1,130.2,On Time,High,2023-07-07,9.8
1368,F,Flight,5,3,165,2,medium,M,51,1429,1,80.85,On Time,Medium,2023-08-04,84.15
1268,F,Ship,3,2,233,5,low,M,44,2010,1,130.48,On Time,Low,2023-06-05,102.52
4393,D,Flight,4,3,202,3,low,M,7,5678,1,187.86,On Time,Low,2023-04-13,14.14
4228,B,Road,4,3,159,2,high,M,3,5731,1,154.23,On Time,High,2023-09-02,4.77
9374,F,Ship,4,2,196,5,low,M,5,4994,0,186.2,Delayed,Low,2023-07-10,9.8
2590,B,Road,5,3,203,2,low,F,37,3531,1,127.89,On Time,Low,2023-08-15,75.11
10215,A,Ship,4,2,270,5,low,F,10,1340,0,243,Delayed,Low,2023-11-05,27
10435,D,Ship,3,5,286,6,high,M,8,4777,0,263.12,Delayed,High,2023-02-11,22.88
1088,F,Road,4,2,147,3,medium,M,44,1873,1,82.32,On Time,Medium,2023-04-18,64.68
10383,A,Ship,4,3,207,2,medium,M,5,4286,0,196.65,Delayed,Medium,2023-11-05,10.35
5874,F,Road,2,4,242,3,medium,M,8,4898,0,222.64,Delayed,Medium,2023-06-19,19.36
10524,F,Road,4,4,238,4,high,M,1,5702,1,235.62,On Time,High,2023-04-18,2.38
69,A,Ship,4,2,231,4,medium,F,6,2512,1,217.14,On Time,Medium,2023-12-26,13.86
1346,F,Road,3,5,264,2,medium,F,1,3947,1,261.36,On Time,Medium,2023-12-30,2.64
6262,B,Ship,4,1,265,6,low,F,9,1753,1,241.15,On Time,Low,2023-10-03,23.85
1917,A,Flight,2,5,189,2,low,M,38,3708,1,117.18,On Time,Low,2023-02-18,71.82
10030,B,Ship,3,4,239,4,medium,F,10,5455,1,215.1,On Time,Medium,2023-06-28,23.9
9497,C,Ship,3,3,221,3,low,F,5,4388,0,209.95,Delayed,Low,2023-10-02,11.05
6311,C,Flight,5,2,227,5,medium,M,9,1917,0,206.57,Delayed,Medium,2023-05-06,20.43
8571,A,Ship,3,1,165,3,low,M,10,5823,0,148.5,Delayed,Low,2023-09-10,16.5
9566,F,Road,4,4,153,2,low,F,8,4248,0,140.76,Delayed,Low,2023-05-30,12.24
3406,B,Road,3,5,139,2,medium,M,7,5536,0,129.27,Delayed,Medium,2023-08-03,9.73
8884,B,Road,5,3,270,5,medium,M,9,1764,1,245.7,On Time,Medium,2023-10-04,24.3
6873,A,Ship,2,3,164,5,low,M,7,1243,0,152.52,Delayed,Low,2023-07-02,11.48
7998,F,Ship,6,1,306,4,low,F,4,1449,1,293.76,On Time,Low,2023-02-10,12.24
9157,D,Road,6,2,257,4,low,F,5,1565,1,244.15,On Time,Low,2023-06-12,12.85
2605,D,Flight,3,3,203,3,medium,M,29,3261,1,144.13,On Time,Medium,2023-05-18,58.87
9084,F,Ship,4,5,233,3,medium,F,7,5604,1,216.69,On Time,Medium,2023-08-15,16.31
7217,C,Ship,5,2,246,5,medium,F,9,1876,0,223.86,Delayed,Medium,2023-10-13,22.14
